Judul,Link,Kategori,Tanggal Upload
Program JKN-KIS Bantu Jaga Kesehatan Petani Morowali,https://www.cnnindonesia.com/ekonomi/20210721121529-83-670207/program-jkn-kis-bantu-jaga-kesehatan-petani-morowali,Ekonomi,3 tahun yang lalu
"Antre Daring di Faskes, Mudah dan Aman Lewat Mobile JKN",https://www.cnnindonesia.com/ekonomi/20210721114600-83-670197/antre-daring-di-faskes-mudah-dan-aman-lewat-mobile-jkn,Ekonomi,3 tahun yang lalu
"Dua Pemalsu Antigen di Merak Dibekuk, Modus Scan Stempel",https://www.cnnindonesia.com/nasional/20210719180542-12-669717/dua-pemalsu-antigen-di-merak-dibekuk-modus-scan-stempel,Nasional,3 tahun yang lalu
"Dari Iuran 1 Persen, Pekerja Dapat 100 Persen Manfaat JKN-KIS",https://www.cnnindonesia.com/ekonomi/20210719164642-83-669650/dari-iuran-1-persen-pekerja-dapat-100-persen-manfaat-jkn-kis,Ekonomi,3 tahun yang lalu
Program JKN-KIS Beri Proteksi Dini untuk Milenial,https://www.cnnindonesia.com/ekonomi/20210719163050-83-669644/program-jkn-kis-beri-proteksi-dini-untuk-milenial,Ekonomi,3 tahun yang lalu
Pemerintah Kaji Agar BLT Subsidi Gaji Cair Lagi,https://www.cnnindonesia.com/ekonomi/20210719124654-532-669477/pemerintah-kaji-agar-blt-subsidi-gaji-cair-lagi,Ekonomi,3 tahun yang lalu
Kronologi Riuh Vaksin Berbayar Hingga Dibatalkan Jokowi,https://www.cnnindonesia.com/nasional/20210717094502-20-668905/kronologi-riuh-vaksin-berbayar-hingga-dibatalkan-jokowi,Nasional,3 tahun yang lalu
Kisah Gandhy Bangga Jadi Peserta JKN-KIS Karena Banyak Faedah,https://www.cnnindonesia.com/ekonomi/20210716184658-83-668810/kisah-gandhy-bangga-jadi-peserta-jkn-kis-karena-banyak-faedah,Ekonomi,3 tahun yang lalu
"Peserta JKN-KIS: Mobile JKN, Satu Aplikasi Banyak Manfaat",https://www.cnnindonesia.com/ekonomi/20210716183347-83-668803/peserta-jkn-kis-mobile-jkn-satu-aplikasi-banyak-manfaat,Ekonomi,3 tahun yang lalu
Kemnaker Masifikasi Wajib Lapor Perusahaan Secara Online,https://www.cnnindonesia.com/ekonomi/20210716141359-97-668622/kemnaker-masifikasi-wajib-lapor-perusahaan-secara-online,Ekonomi,3 tahun yang lalu
Buruh Usul BPJS Kesehatan Terlibat Vaksin Covid Gratis,https://www.cnnindonesia.com/ekonomi/20210715155900-92-668224/buruh-usul-bpjs-kesehatan-terlibat-vaksin-covid-gratis,Ekonomi,3 tahun yang lalu
Jalan Kesembuhan Habudin Lawan TBC Bersama JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210715134614-83-668092/jalan-kesembuhan-habudin-lawan-tbc-bersama-jkn-kis,Ekonomi,3 tahun yang lalu
"Layani Rakyat, Dokter Noldi Bangga Terlibat Program JKN-KIS",https://www.cnnindonesia.com/ekonomi/20210715133346-83-668082/layani-rakyat-dokter-noldi-bangga-terlibat-program-jkn-kis,Ekonomi,3 tahun yang lalu
Menaker Tinjau Vaksinasi Kedua Bagi Pekerja Ritel di Bandung,https://www.cnnindonesia.com/ekonomi/20210714184209-97-667775/menaker-tinjau-vaksinasi-kedua-bagi-pekerja-ritel-di-bandung,Ekonomi,3 tahun yang lalu
Program JKN-KIS Bantu Mukar Jaga Kesehatan Keluarga,https://www.cnnindonesia.com/ekonomi/20210714175904-83-667761/program-jkn-kis-bantu-mukar-jaga-kesehatan-keluarga,Ekonomi,3 tahun yang lalu
"Mobile JKN, Solusi Akses Kesehatan di Tengah PPKM Darurat",https://www.cnnindonesia.com/ekonomi/20210714172838-83-667743/mobile-jkn-solusi-akses-kesehatan-di-tengah-ppkm-darurat,Ekonomi,3 tahun yang lalu
Potensi Kerugian Minuman Beralkohol Capai Rp256 T per Tahun,https://www.cnnindonesia.com/ekonomi/20210714115131-92-667492/potensi-kerugian-minuman-beralkohol-capai-rp256-t-per-tahun,Ekonomi,3 tahun yang lalu
"Kisah Pasien Covid Terlantar di Garasi RS, Ditagih Rp3,2 Juta",https://www.cnnindonesia.com/nasional/20210712193416-20-666708/kisah-pasien-covid-terlantar-di-garasi-rs-ditagih-rp32-juta,Nasional,3 tahun yang lalu
Dugaan Ahli Soal Pemerintah dan Hilang Akun BEM Unes,https://www.cnnindonesia.com/teknologi/20210712134513-185-666505/dugaan-ahli-soal-pemerintah-dan-hilang-akun-bem-unes,Teknologi,3 tahun yang lalu
Buruh: Vaksinasi Gotong Royong Belum Sampai 5 Persen,https://www.cnnindonesia.com/ekonomi/20210712125848-92-666453/buruh-vaksinasi-gotong-royong-belum-sampai-5-persen,Ekonomi,3 tahun yang lalu
Kinerja BPJS Kesehatan 2020 Kembali Diganjar WTM,https://www.cnnindonesia.com/ekonomi/20210709145937-83-665509/kinerja-bpjs-kesehatan-2020-kembali-diganjar-wtm,Ekonomi,3 tahun yang lalu
Mencari Sebab Pemerintah Telat Bayar Tagihan RS Rujukan Covid,https://www.cnnindonesia.com/ekonomi/20210709070944-532-665282/mencari-sebab-pemerintah-telat-bayar-tagihan-rs-rujukan-covid,Ekonomi,3 tahun yang lalu
Kesaksian Warga Negatif Covid Dipaksa Isolasi di RS Demak,https://www.cnnindonesia.com/nasional/20210707154843-20-664535/kesaksian-warga-negatif-covid-dipaksa-isolasi-di-rs-demak,Nasional,3 tahun yang lalu
"Tak Perlu Antre, Mobile JKN Solusi Tepat Kala PPKM Darurat",https://www.cnnindonesia.com/ekonomi/20210707123815-83-664381/tak-perlu-antre-mobile-jkn-solusi-tepat-kala-ppkm-darurat,Ekonomi,3 tahun yang lalu
"BEM Unnes: Ma'ruf King of Silent, Puan Queen of Ghosting",https://www.cnnindonesia.com/nasional/20210707073330-20-664184/bem-unnes-maruf-king-of-silent-puan-queen-of-ghosting,Nasional,3 tahun yang lalu
"Audit BPKP: Tunggakan Klaim Corona dan Insentif Nakes Rp4,3 T",https://www.cnnindonesia.com/ekonomi/20210705154609-532-663437/audit-bpkp-tunggakan-klaim-corona-dan-insentif-nakes-rp43-t,Ekonomi,3 tahun yang lalu
Cara Mudah Skrining Kesehatan Secara Digital via Aplikasi JKN,https://www.cnnindonesia.com/gaya-hidup/20210705191909-260-663516/cara-mudah-skrining-kesehatan-secara-digital-via-aplikasi-jkn,Gaya Hidup,3 tahun yang lalu
Kemenkes Tunggak Biaya RS Rp37 Triliun untuk Tangani Covid-19,https://www.cnnindonesia.com/nasional/20210705125709-20-663306/kemenkes-tunggak-biaya-rs-rp37-triliun-untuk-tangani-covid-19,Nasional,3 tahun yang lalu
"MRT-Transjakarta Sampai Pukul 20.30, Sejumlah Stasiun Ditutup",https://www.cnnindonesia.com/nasional/20210705080121-20-663142/mrt-transjakarta-sampai-pukul-2030-sejumlah-stasiun-ditutup,Nasional,3 tahun yang lalu
Rutin Bayar Iuran Beri Manfaat Ganda Bagi Peserta JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210701104953-83-661685/rutin-bayar-iuran-beri-manfaat-ganda-bagi-peserta-jkn-kis,Ekonomi,3 tahun yang lalu
Pemerintah Dukung Kebangkitan Ekonomi Melalui Program PEN,https://www.cnnindonesia.com/nasional/20210701100509-25-661655/pemerintah-dukung-kebangkitan-ekonomi-melalui-program-pen,Nasional,3 tahun yang lalu
PPNI Ungkap Ratusan Nakes Belum Terima Insentif Sejak Januari,https://www.cnnindonesia.com/nasional/20210630204822-20-661533/ppni-ungkap-ratusan-nakes-belum-terima-insentif-sejak-januari,Nasional,3 tahun yang lalu
Bupati Banjarnegara Duga Ada Permainan RS Rawat Pasien Covid,https://www.cnnindonesia.com/nasional/20210630184233-20-661482/bupati-banjarnegara-duga-ada-permainan-rs-rawat-pasien-covid,Nasional,3 tahun yang lalu
Polisi Ingatkan Bahaya Pamer Sertifikat Vaksin di Medsos,https://www.cnnindonesia.com/nasional/20210630130620-12-661293/polisi-ingatkan-bahaya-pamer-sertifikat-vaksin-di-medsos,Nasional,3 tahun yang lalu
PPKM Mikro Darurat Bakal Tekan Laju IHSG,https://www.cnnindonesia.com/ekonomi/20210630055953-92-661078/ppkm-mikro-darurat-bakal-tekan-laju-ihsg,Ekonomi,3 tahun yang lalu
Kartu-kartu KIS Bulukumba Ditemukan di Tempat Sampah Puskes,https://www.cnnindonesia.com/nasional/20210629133809-20-660776/kartu-kartu-kis-bulukumba-ditemukan-di-tempat-sampah-puskes,Nasional,3 tahun yang lalu
Ramai Sentimen Negatif Bebani Laju IHSG,https://www.cnnindonesia.com/ekonomi/20210629060629-92-660572/ramai-sentimen-negatif-bebani-laju-ihsg,Ekonomi,3 tahun yang lalu
Polri Gaet Provider Hong Kong Lacak Pembobol BPJS Kesehatan,https://www.cnnindonesia.com/nasional/20210625155426-20-659469/polri-gaet-provider-hong-kong-lacak-pembobol-bpjs-kesehatan,Nasional,3 tahun yang lalu
Bareskrim Geledah Kantor BPJS Kesehatan soal Kebocoran Data,https://www.cnnindonesia.com/nasional/20210625142716-20-659389/bareskrim-geledah-kantor-bpjs-kesehatan-soal-kebocoran-data,Nasional,3 tahun yang lalu
Netizen Heboh soal Foto Selfie Memegang KTP Dijual Online,https://www.cnnindonesia.com/teknologi/20210625144451-192-659410/netizen-heboh-soal-foto-selfie-memegang-ktp-dijual-online,Teknologi,3 tahun yang lalu
Bareskrim Selidiki Info Foto Selfie KTP Dijual di Medsos,https://www.cnnindonesia.com/nasional/20210625130949-12-659348/bareskrim-selidiki-info-foto-selfie-ktp-dijual-di-medsos,Nasional,3 tahun yang lalu
Operasi Plastik untuk Kecantikan Bakal Kena PPN,https://www.cnnindonesia.com/ekonomi/20210624162601-532-658997/operasi-plastik-untuk-kecantikan-bakal-kena-ppn,Ekonomi,3 tahun yang lalu
BPJS Ketenagakerjaan Respons BPK soal Rekomendasi Lepas Saham,https://www.cnnindonesia.com/ekonomi/20210624133633-78-658863/bpjs-ketenagakerjaan-respons-bpk-soal-rekomendasi-lepas-saham,Ekonomi,3 tahun yang lalu
BPK Minta BPJS Ketenagakerjaan Lepas Saham GIAA hingga KRAS,https://www.cnnindonesia.com/ekonomi/20210624130414-532-658843/bpk-minta-bpjs-ketenagakerjaan-lepas-saham-giaa-hingga-kras,Ekonomi,3 tahun yang lalu
Ahli Sebut Kerugian Kebocoran Data Penduduk-BPJS Rp600 T,https://www.cnnindonesia.com/teknologi/20210623115637-199-658214/ahli-sebut-kerugian-kebocoran-data-penduduk-bpjs-rp600-t,Teknologi,3 tahun yang lalu
Klaim Biaya RS Covid-19 Januari-Mei 2021 Capai Rp9 Triliun,https://www.cnnindonesia.com/nasional/20210620132852-20-656869/klaim-biaya-rs-covid-19-januari-mei-2021-capai-rp9-triliun,Nasional,3 tahun yang lalu
"Jabar Butuh 400 Relawan Covid, Dokter Hingga Apoteker",https://www.cnnindonesia.com/nasional/20210618210902-20-656436/jabar-butuh-400-relawan-covid-dokter-hingga-apoteker,Nasional,3 tahun yang lalu
Eka Sari Lorena Digugat Karyawan Karena Tak Bayar Gaji,https://www.cnnindonesia.com/ekonomi/20210618182826-92-656371/eka-sari-lorena-digugat-karyawan-karena-tak-bayar-gaji,Ekonomi,3 tahun yang lalu
3 Lembaga Didesak Minta Maaf soal 297 Juta Data Pribadi Bocor,https://www.cnnindonesia.com/teknologi/20210617193248-185-655891/3-lembaga-didesak-minta-maaf-soal-297-juta-data-pribadi-bocor,Teknologi,3 tahun yang lalu
BPJS Kesehatan Prioritaskan Kendali Mutu dan Biaya JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210617161710-83-655772/bpjs-kesehatan-prioritaskan-kendali-mutu-dan-biaya-jkn-kis,Ekonomi,3 tahun yang lalu
Pemerintah Disebut Berutang Puluhan Miliar ke RS Muhammadiyah,https://www.cnnindonesia.com/nasional/20210616211826-20-655391/pemerintah-disebut-berutang-puluhan-miliar-ke-rs-muhammadiyah,Nasional,3 tahun yang lalu
Rekomposisi Iuran JKP Dikhawatirkan Ganggu Layanan BPJS,https://www.cnnindonesia.com/ekonomi/20210616193408-78-655328/rekomposisi-iuran-jkp-dikhawatirkan-ganggu-layanan-bpjs,Ekonomi,3 tahun yang lalu
"Kasus Data Bocor, Polri Ingin Sita Server BPJS Kesehatan",https://www.cnnindonesia.com/nasional/20210615163824-12-654662/kasus-data-bocor-polri-ingin-sita-server-bpjs-kesehatan,Nasional,3 tahun yang lalu
Polri Kantongi Identitas Pembobol Data BPJS Kesehatan,https://www.cnnindonesia.com/nasional/20210615162227-12-654652/polri-kantongi-identitas-pembobol-data-bpjs-kesehatan,Nasional,3 tahun yang lalu
Ancaman Penurunan Manfaat Asuransi di Balik PPN Dokter,https://www.cnnindonesia.com/ekonomi/20210615064316-78-654341/ancaman-penurunan-manfaat-asuransi-di-balik-ppn-dokter,Ekonomi,3 tahun yang lalu
Komisi I Tunggu Restu Pimpinan DPR Lanjut Bahas RUU PDP,https://www.cnnindonesia.com/nasional/20210610215916-32-652933/komisi-i-tunggu-restu-pimpinan-dpr-lanjut-bahas-ruu-pdp,Nasional,3 tahun yang lalu
Kominfo: Data Pengguna Bocor Tanggung Jawab Pengelola Situs,https://www.cnnindonesia.com/teknologi/20210610151532-185-652730/kominfo-data-pengguna-bocor-tanggung-jawab-pengelola-situs,Teknologi,3 tahun yang lalu
"VIDEO: Duh Was-Was, Situs Rawan Retas",https://www.cnnindonesia.com/tv/20210609210222-409-652420/video-duh-was-was-situs-rawan-retas,TV,3 tahun yang lalu
"Riset CISDI: Rokok Rugikan Ekonomi Rp27,7 Triliun",https://www.cnnindonesia.com/ekonomi/20210608115039-92-651641/riset-cisdi-rokok-rugikan-ekonomi-rp277-triliun,Ekonomi,3 tahun yang lalu
Gebrakan 100 Hari Eri-Armuji Pimpin Surabaya,https://www.cnnindonesia.com/nasional/20210607153554-293-651314/gebrakan-100-hari-eri-armuji-pimpin-surabaya,Nasional,3 tahun yang lalu
"Kebocoran Data Pribadi, BPJS Kesehatan Bakal Digugat",https://www.cnnindonesia.com/teknologi/20210606200515-185-650991/kebocoran-data-pribadi-bpjs-kesehatan-bakal-digugat,Teknologi,3 tahun yang lalu
VIDEO: Jenazah Dipulangkan dengan Sepeda Motor,https://www.cnnindonesia.com/tv/20210606163823-405-650948/video-jenazah-dipulangkan-dengan-sepeda-motor,TV,3 tahun yang lalu
Bareskrim: Data Peserta BPJS Kesehatan Diduga Keras Bocor,https://www.cnnindonesia.com/nasional/20210603165451-12-650057/bareskrim-data-peserta-bpjs-kesehatan-diduga-keras-bocor,Nasional,3 tahun yang lalu
"Buatkan KTP & KK Transgender, Kemendagri Minta Jujur Isi Data",https://www.cnnindonesia.com/nasional/20210603103013-12-649816/buatkan-ktp-kk-transgender-kemendagri-minta-jujur-isi-data,Nasional,3 tahun yang lalu
Menanti Regulasi dan Keseriusan Pemerintah Jaga Data Pribadi,https://www.cnnindonesia.com/teknologi/20210505121212-185-638808/menanti-regulasi-dan-keseriusan-pemerintah-jaga-data-pribadi,Teknologi,3 tahun yang lalu
BPJS Ketenagakerjaan Jelaskan Perkembangan Program JKP,https://www.cnnindonesia.com/ekonomi/20210531192039-78-648929/bpjs-ketenagakerjaan-jelaskan-perkembangan-program-jkp,Ekonomi,3 tahun yang lalu
"Antisipasi Covid Naik, Gubernur Edy Tambah 320 Kamar Isolasi",https://www.cnnindonesia.com/nasional/20210531201333-20-648950/antisipasi-covid-naik-gubernur-edy-tambah-320-kamar-isolasi,Nasional,3 tahun yang lalu
BPJS Ketenagakerjaan Pastikan Tak Ada Data Bocor,https://www.cnnindonesia.com/ekonomi/20210531153333-78-648820/bpjs-ketenagakerjaan-pastikan-tak-ada-data-bocor,Ekonomi,3 tahun yang lalu
"VIDEO: 279 Juta Data Pribadi Bocor, Warga Bisa Apa?",https://www.cnnindonesia.com/tv/20210531101606-405-648624/video-279-juta-data-pribadi-bocor-warga-bisa-apa,TV,3 tahun yang lalu
Pak Ogah Enggan Kembali ke RS karena Merasa Tak Sembuh-sembuh,https://www.cnnindonesia.com/hiburan/20210531082014-234-648578/pak-ogah-enggan-kembali-ke-rs-karena-merasa-tak-sembuh-sembuh,Hiburan,3 tahun yang lalu
Pemda Wajib Anggarkan Sisa Dana Kapitasi BPJS ke APBD,https://www.cnnindonesia.com/ekonomi/20210531071833-532-648565/pemda-wajib-anggarkan-sisa-dana-kapitasi-bpjs-ke-apbd,Ekonomi,3 tahun yang lalu
VIDEO: Kominfo Audit Forensik Data Pribadi Yang Bocor,https://www.cnnindonesia.com/tv/20210528174903-407-648013/video-kominfo-audit-forensik-data-pribadi-yang-bocor,TV,3 tahun yang lalu
Komisi I DPR Desak RUU Perlindungan Data Pribadi Disahkan,https://www.cnnindonesia.com/nasional/20210528113740-32-647819/komisi-i-dpr-desak-ruu-perlindungan-data-pribadi-disahkan,Nasional,3 tahun yang lalu
BPJS Kesehatan Gerak Cepat Tangani Dugaan Data Bocor,https://www.cnnindonesia.com/ekonomi/20210526023006-83-646968/bpjs-kesehatan-gerak-cepat-tangani-dugaan-data-bocor,Ekonomi,3 tahun yang lalu
Kemenkes Ingin Telemedicine Ditanggung BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20210525172302-92-646848/kemenkes-ingin-telemedicine-ditanggung-bpjs-kesehatan,Ekonomi,3 tahun yang lalu
DPR Usul Bentuk Otoritas Perlindungan Data Pribadi Independen,https://www.cnnindonesia.com/nasional/20210526021123-32-646967/dpr-usul-bentuk-otoritas-perlindungan-data-pribadi-independen,Nasional,3 tahun yang lalu
DPR Curiga Peran Orang Dalam pada Dugaan Kebocoran Data BPJS,https://www.cnnindonesia.com/ekonomi/20210525205735-78-646930/dpr-curiga-peran-orang-dalam-pada-dugaan-kebocoran-data-bpjs,Ekonomi,3 tahun yang lalu
"279 Juta Data Bocor, Ahli Kritik Pemerintah Dominan Orang Tua",https://www.cnnindonesia.com/teknologi/20210525162358-185-646831/279-juta-data-bocor-ahli-kritik-pemerintah-dominan-orang-tua,Teknologi,3 tahun yang lalu
BPJS Kesehatan Jamin Pengawasan Data Sesuai Standar,https://www.cnnindonesia.com/ekonomi/20210525115929-78-646638/bpjs-kesehatan-jamin-pengawasan-data-sesuai-standar,Ekonomi,3 tahun yang lalu
"Dirut BPJS: Data Bocor Belum Tentu Milik BPJS, Mirip Iya",https://www.cnnindonesia.com/ekonomi/20210525162959-78-646817/dirut-bpjs-data-bocor-belum-tentu-milik-bpjs-mirip-iya,Ekonomi,3 tahun yang lalu
Dewas BPJS: Data Bocor Termasuk Data Kependudukan TNI-Polri,https://www.cnnindonesia.com/ekonomi/20210525160555-78-646798/dewas-bpjs-data-bocor-termasuk-data-kependudukan-tni-polri,Ekonomi,3 tahun yang lalu
"279 Juta Data Bocor, Muhadjir Minta Warga Tak Usah Khawatir",https://www.cnnindonesia.com/nasional/20210525101627-12-646570/279-juta-data-bocor-muhadjir-minta-warga-tak-usah-khawatir,Nasional,3 tahun yang lalu
Cara Cek Kebocoran Data Pribadi dan Kependudukan di Internet,https://www.cnnindonesia.com/teknologi/20210525115932-185-646637/cara-cek-kebocoran-data-pribadi-dan-kependudukan-di-internet,Teknologi,3 tahun yang lalu
BPJS Kesehatan Lapor Polisi soal Peretasan Data Penduduk,https://www.cnnindonesia.com/nasional/20210525110802-12-646600/bpjs-kesehatan-lapor-polisi-soal-peretasan-data-penduduk,Nasional,3 tahun yang lalu
KSP Minta BPJS Kesehatan Benahi Sistem TI Cegah Data Bocor,https://www.cnnindonesia.com/nasional/20210525010650-20-646483/ksp-minta-bpjs-kesehatan-benahi-sistem-ti-cegah-data-bocor,Nasional,3 tahun yang lalu
Polisi Dalami Dugaan Peretasan Data Bocor BPJS Kesehatan,https://www.cnnindonesia.com/nasional/20210524210243-12-646454/polisi-dalami-dugaan-peretasan-data-bocor-bpjs-kesehatan,Nasional,3 tahun yang lalu
"VIDEO: Data Bocor, Pengguna Berhak Lapor?",https://www.cnnindonesia.com/tv/20210524204341-409-646448/video-data-bocor-pengguna-berhak-lapor,TV,3 tahun yang lalu
Tip Cek Data Penduduk yang Bocor di Internet,https://www.cnnindonesia.com/teknologi/20210524185408-185-646421/tip-cek-data-penduduk-yang-bocor-di-internet,Teknologi,3 tahun yang lalu
Bareskrim Periksa Pejabat BPJS Kesehatan Dugaan Data Bocor,https://www.cnnindonesia.com/nasional/20210524155222-12-646309/bareskrim-periksa-pejabat-bpjs-kesehatan-dugaan-data-bocor,Nasional,3 tahun yang lalu
Cara Cek Data Penduduk yang Bocor di Internet,https://www.cnnindonesia.com/teknologi/20210523085003-185-645806/cara-cek-data-penduduk-yang-bocor-di-internet,Teknologi,3 tahun yang lalu
VIDEO: Selisik Keamanan Data Penduduk di Indonesia,https://www.cnnindonesia.com/tv/20210523220936-410-645976/video-selisik-keamanan-data-penduduk-di-indonesia,TV,3 tahun yang lalu
"279 Juta Data Bocor, Tjahjo Dorong DPR Segera Sahkan RUU PDP",https://www.cnnindonesia.com/nasional/20210523145252-20-645905/279-juta-data-bocor-tjahjo-dorong-dpr-segera-sahkan-ruu-pdp,Nasional,3 tahun yang lalu
"Mengenal RaidForums, Tempat Hacker Jual Beli Data yang Bocor",https://www.cnnindonesia.com/teknologi/20210523102104-185-645825/mengenal-raidforums-tempat-hacker-jual-beli-data-yang-bocor,Teknologi,3 tahun yang lalu
279 Juta Data WNI Bocor Berujung Blokir Raid Forum,https://www.cnnindonesia.com/teknologi/20210523072927-185-645798/279-juta-data-wni-bocor-berujung-blokir-raid-forum,Teknologi,3 tahun yang lalu
"Kominfo Blokir Raid Forum, Situs Jual Beli 279 Juta Data WNI",https://www.cnnindonesia.com/teknologi/20210522154124-185-645691/kominfo-blokir-raid-forum-situs-jual-beli-279-juta-data-wni,Teknologi,3 tahun yang lalu
"279 Juta Data Bocor, DPR Minta Polri Bentuk Tim Khusus",https://www.cnnindonesia.com/nasional/20210522050832-32-645546/279-juta-data-bocor-dpr-minta-polri-bentuk-tim-khusus,Nasional,3 tahun yang lalu
"Usut Data Bocor, Polisi Bakal Panggil Dirut BPJS Kesehatan",https://www.cnnindonesia.com/nasional/20210522025210-12-645540/usut-data-bocor-polisi-bakal-panggil-dirut-bpjs-kesehatan,Nasional,3 tahun yang lalu
Bareskrim Selidiki Kebocoran 279 Juta Data Penduduk,https://www.cnnindonesia.com/nasional/20210521195442-12-645496/bareskrim-selidiki-kebocoran-279-juta-data-penduduk,Nasional,3 tahun yang lalu
"279 Juta Data Penduduk Bocor, DPR Sebut Ketahanan Siber Lemah",https://www.cnnindonesia.com/nasional/20210521163029-32-645392/279-juta-data-penduduk-bocor-dpr-sebut-ketahanan-siber-lemah,Nasional,3 tahun yang lalu
Penjual Data Bocor BPJS Minta Tebusan Bitcoin,https://www.cnnindonesia.com/teknologi/20210521160933-185-645388/penjual-data-bocor-bpjs-minta-tebusan-bitcoin,Teknologi,3 tahun yang lalu
Pengelola Situs Wajib Beri Tahu Pengguna yang Datanya Bocor,https://www.cnnindonesia.com/teknologi/20210521151308-185-645355/pengelola-situs-wajib-beri-tahu-pengguna-yang-datanya-bocor,Teknologi,3 tahun yang lalu
Kominfo Baru Temukan 100 Ribu dari Jutaan Data Bocor BPJS,https://www.cnnindonesia.com/teknologi/20210521141807-185-645328/kominfo-baru-temukan-100-ribu-dari-jutaan-data-bocor-bpjs,Teknologi,3 tahun yang lalu
Kominfo Putus Akses ke Situs Unduh Data BPJS Kesehatan,https://www.cnnindonesia.com/teknologi/20210521131720-185-645260/kominfo-putus-akses-ke-situs-unduh-data-bpjs-kesehatan,Teknologi,3 tahun yang lalu
Kominfo Telusuri 279 Juta Data Bocor: Diduga Kuat dari BPJS,https://www.cnnindonesia.com/teknologi/20210521115652-185-645201/kominfo-telusuri-279-juta-data-bocor-diduga-kuat-dari-bpjs,Teknologi,3 tahun yang lalu
RI Diminta Perkuat Sistem Siber Usai Data BPJS Diduga Bocor,https://www.cnnindonesia.com/teknologi/20210521085459-185-645097/ri-diminta-perkuat-sistem-siber-usai-data-bpjs-diduga-bocor,Teknologi,3 tahun yang lalu
Pakar Ungkap Sumber 279 Juta Data Bocor dan Dijual di Forum,https://www.cnnindonesia.com/teknologi/20210521081457-185-645091/pakar-ungkap-sumber-279-juta-data-bocor-dan-dijual-di-forum,Teknologi,3 tahun yang lalu
279 Juta Data Warga RI Diduga Bocor Bikin Resah Netizen,https://www.cnnindonesia.com/teknologi/20210521070442-185-645074/279-juta-data-warga-ri-diduga-bocor-bikin-resah-netizen,Teknologi,3 tahun yang lalu
